country,value,year
Canada,33.1863919191919,2018
Mexico,13.0886111111111,2018
US,275.403827272727,2018
Total North America,321.67883030303,2018
Argentina,1.412743,2018
Brazil,48.475141213601,2018
Chile,3.5878947166,2018
Colombia,0.05543717593,2018
Ecuador,0.080257771291,2018
Peru,1.50243816781667,2018
Trinidad & Tobago,0.0,2018
Venezuela,0.0,2018
Other S. & Cent. America,10.638056898365,2018
Total S. & Cent. America,65.7519689436037,2018
Austria,6.030429449,2018
Belgium,7.4647,2018
Czech Republic,0.60933,2018
Finland,5.8387,2018
France,28.0847112020202,2018
Germany,109.951,2018
Greece,6.300259,2018
Hungary,0.607,2018
Italy,17.7164,2018
Netherlands,10.563645,2018
Norway,3.877,2018
Poland,12.799,2018
Portugal,12.617,2018
Romania,6.322,2018
Spain,50.896,2018
Sweden,16.623,2018
Switzerland,0.122,2018
Turkey,19.9492,2018
Ukraine,1.1884,2018
United Kingdom,56.9039606006428,2018
Other Europe,0.627333375878788,2018
Total Europe,402.775106904172,2018
Azerbaijan,0.0822,2018
Belarus,0.099,2018
Kazakhstan,0.3853151,2018
Russian Federation,0.23716,2018
Turkmenistan,0.0,2018
Uzbekistan,0.0,2018
Other CIS,0.0248,2018
Total CIS,0.8284751,2018
Iran,0.333454656784728,2018
Iraq,0.0,2018
Israel,0.064446,2018
Kuwait,0.01752,2018
Oman,0.0,2018
Qatar,0.0,2018
Saudi Arabia,0.0,2018
United Arab Emirates,0.001489,2018
Other Middle East,0.715251,2018
Total Middle East,1.13216065678473,2018
Algeria,0.01,2018
Egypt,2.02991635562252,2018
Morocco,3.840743,2018
South Africa,6.89176518066635,2018
Other Africa,1.51537087701549,2018
Total Africa,14.2877954133044,2018
Australia,16.4115074594987,2018
Bangladesh,0.005081,2018
China,365.8,2018
China Hong Kong SAR,0.00180116772823779,2018
India,60.31116,2018
Indonesia,0.18798,2018
Japan,7.35424444444445,2018
Malaysia,0.0,2018
New Zealand,2.06786075586869,2018
Pakistan,3.13820253164557,2018
Philippines,1.152923041,2018
Singapore,0.0,2018
South Korea,2.58613089621027,2018
Sri Lanka,0.36681,2018
Taiwan,1.685929417,2018
Thailand,1.94805415529013,2018
Vietnam,0.310233104054714,2018
Other Asia Pacific,0.382624401891232,2018
Total Asia Pacific,463.710542374632,2018
Total World,1270.16487969553,2018
Canada,34.1721163045489,2019
Mexico,17.5984504122311,2019
US,303.10204949495,2019
Total North America,354.87261621173,2019
Argentina,4.995966424,2019
Brazil,55.8332004112381,2019
Chile,5.30019271104636,2019
Colombia,0.05953683606,2019
Ecuador,0.0855269372500001,2019
Peru,1.6461619703125,2019
Trinidad & Tobago,0.0,2019
Venezuela,0.147866663414634,2019
Other S. & Cent. America,11.0897906687718,2019
Total S. & Cent. America,79.1582426220935,2019
Austria,7.435472714,2019
Belgium,9.53223732846975,2019
Czech Republic,0.7,2019
Finland,5.9854,2019
France,34.4801427777778,2019
Germany,125.975,2019
Greece,7.27832922789937,2019
Hungary,0.726,2019
Italy,20.063,2019
Netherlands,11.457694,2019
Norway,5.53784936302224,2019
Poland,15.037,2019
Portugal,13.738,2019
Romania,6.744,2019
Spain,56.170464123065,2019
Sweden,19.882862311437,2019
Switzerland,0.122,2019
Turkey,21.7039894558416,2019
Ukraine,1.88507701288731,2019
United Kingdom,64.1342242284313,2019
Other Europe,1.49769290558482,2019
Total Europe,461.587610396338,2019
Azerbaijan,0.134644343891403,2019
Belarus,0.106344213835895,2019
Kazakhstan,0.49579868662149,2019
Russian Federation,0.31481,2019
Turkmenistan,0.0,2019
Uzbekistan,0.0,2019
Other CIS,0.0262,2019
Total CIS,1.07779724434879,2019
Iran,0.357340416684175,2019
Iraq,0.0,2019
Israel,0.064446,2019
Kuwait,0.01752,2019
Oman,0.0,2019
Qatar,0.0,2019
Saudi Arabia,0.0,2019
United Arab Emirates,0.001489,2019
Other Middle East,0.715251,2019
Total Middle East,1.15604641668418,2019
Algeria,0.01,2019
Egypt,2.79167366435341,2019
Morocco,4.69919,2019
South Africa,6.93814721041686,2019
Other Africa,3.06904162728626,2019
Total Africa,17.5080525020565,2019
Australia,19.524461876732,2019
Bangladesh,0.005081,2019
China,405.7,2019
China Hong Kong SAR,0.00173964968152866,2019
India,63.31423,2019
Indonesia,0.18798,2019
Japan,8.62011717171717,2019
Malaysia,0.0,2019
New Zealand,2.25520478910101,2019
Pakistan,4.77822362869198,2019
Philippines,1.17491478261995,2019
Singapore,0.0,2019
South Korea,2.75788867410266,2019
Sri Lanka,0.36681,2019
Taiwan,1.871317961,2019
Thailand,2.66169179645342,2019
Vietnam,0.490907516365413,2019
Other Asia Pacific,0.549047575595824,2019
Total Asia Pacific,514.259616422061,2019
Total World,1429.61998181531,2019
