country,value,year
Canada,0.895015585595568,2018
Mexico,0.12212973194697,2018
US,7.60134964487535,2018
Total North America,8.61849496241788,2018
Argentina,0.0614863157894737,2018
Brazil,0.14024004177599,2018
Chile,0.0,2018
Colombia,0.0,2018
Ecuador,0.0,2018
Peru,0.0,2018
Trinidad & Tobago,0.0,2018
Venezuela,0.0,2018
Other S. & Cent. America,0.0,2018
Total S. & Cent. America,0.201726357565464,2018
Austria,0.0,2018
Belgium,0.255867894736842,2018
Czech Republic,0.267716894736842,2018
Finland,0.195775578947368,2018
France,3.70282842989474,2018
Germany,0.680044736842105,2018
Greece,0.0,2018
Hungary,0.140768947368421,2018
Italy,0.0,2018
Netherlands,0.0314479421052632,2018
Norway,0.0,2018
Poland,0.0,2018
Portugal,0.0,2018
Romania,0.101794210526316,2018
Spain,0.498958947368421,2018
Sweden,0.613333157894737,2018
Switzerland,0.218441052631579,2018
Turkey,0.0,2018
Ukraine,0.755140894736842,2018
United Kingdom,0.582150227192499,2018
Other Europe,0.328768547368421,2018
Total Europe,8.37303746235039,2018
Azerbaijan,0.0,2018
Belarus,0.0,2018
Kazakhstan,0.0,2018
Russian Federation,1.83046202631579,2018
Turkmenistan,0.0,2018
Uzbekistan,0.0,2018
Other CIS,0.0185756315789474,2018
Total CIS,1.84903765789474,2018
Iran,0.0616060051768766,2018
Iraq,0.0,2018
Israel,0.0,2018
Kuwait,0.0,2018
Oman,0.0,2018
Qatar,0.0,2018
Saudi Arabia,0.0,2018
United Arab Emirates,0.0,2018
Other Middle East,0.0,2018
Total Middle East,0.0616060051768766,2018
Algeria,0.0,2018
Egypt,0.0,2018
Morocco,0.0,2018
South Africa,0.0992301363157895,2018
Other Africa,0.0,2018
Total Africa,0.0992301363157895,2018
Australia,0.0,2018
Bangladesh,0.0,2018
China,2.63947368421053,2018
China Hong Kong SAR,0.0,2018
India,0.349401,2018
Indonesia,0.0,2018
Japan,0.43936947368421,2018
Malaysia,0.0,2018
New Zealand,0.0,2018
Pakistan,0.0876581195821156,2018
Philippines,0.0,2018
Singapore,0.0,2018
South Korea,1.19452075631579,2018
Sri Lanka,0.0,2018
Taiwan,0.247684693136842,2018
Thailand,0.0,2018
Vietnam,0.0,2018
Other Asia Pacific,0.0,2018
Total Asia Pacific,4.95810772692948,2018
Total World,24.1612403086506,2018
Canada,0.895769124700044,2019
Mexico,0.10029756583632,2019
US,7.59513811902801,2019
Total North America,8.59120480956437,2019
Argentina,0.0752542812290045,2019
Brazil,0.144099442767217,2019
Chile,0.0,2019
Colombia,0.0,2019
Ecuador,0.0,2019
Peru,0.0,2019
Trinidad & Tobago,0.0,2019
Venezuela,0.0,2019
Other S. & Cent. America,0.0,2019
Total S. & Cent. America,0.219353723996221,2019
Austria,0.0,2019
Belgium,0.390066153144633,2019
Czech Republic,0.269626100778369,2019
Finland,0.204371061040557,2019
France,3.56071979267582,2019
Germany,0.669213476181893,2019
Greece,0.0,2019
Hungary,0.145206325276526,2019
Italy,0.0,2019
Netherlands,0.0348529768455551,2019
Norway,0.0,2019
Poland,0.0,2019
Portugal,0.0,2019
Romania,0.10055419909873,2019
Spain,0.520949120970612,2019
Sweden,0.597438967221572,2019
Switzerland,0.20529815649324,2019
Turkey,0.0,2019
Ukraine,0.739915786965225,2019
United Kingdom,0.500844892854643,2019
Other Europe,0.337654257095575,2019
Total Europe,8.27671126664295,2019
Azerbaijan,0.0,2019
Belarus,0.0,2019
Kazakhstan,0.0,2019
Russian Federation,1.86297754166325,2019
Turkmenistan,0.0,2019
Uzbekistan,0.0,2019
Other CIS,0.0195920229414175,2019
Total CIS,1.88256956460467,2019
Iran,0.0571468222957983,2019
Iraq,0.0,2019
Israel,0.0,2019
Kuwait,0.0,2019
Oman,0.0,2019
Qatar,0.0,2019
Saudi Arabia,0.0,2019
United Arab Emirates,0.0,2019
Other Middle East,0.0,2019
Total Middle East,0.0571468222957983,2019
Algeria,0.0,2019
Egypt,0.0,2019
Morocco,0.0,2019
South Africa,0.126710708594838,2019
Other Africa,0.0,2019
Total Africa,0.126710708594838,2019
Australia,0.0,2019
Bangladesh,0.0,2019
China,3.10844408029496,2019
China Hong Kong SAR,0.0,2019
India,0.402599134125358,2019
Indonesia,0.0,2019
Japan,0.585104203195412,2019
Malaysia,0.0,2019
New Zealand,0.0,2019
Pakistan,0.0848639780329029,2019
Philippines,0.0,2019
Singapore,0.0,2019
South Korea,1.30141009907415,2019
Sri Lanka,0.0,2019
Taiwan,0.288143334829988,2019
Thailand,0.0,2019
Vietnam,0.0,2019
Other Asia Pacific,0.0,2019
Total Asia Pacific,5.77056482955277,2019
Total World,24.9242617252516,2019
